longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-122.25,37.8,41.0,1471.0,469.0,1062.0,413.0,1.6121,171400.0
-118.15,34.7,36.0,2696.0,454.0,1192.0,452.0,3.9615,116300.0
-118.42,34.17,31.0,2235.0,363.0,914.0,370.0,6.1359,359700.0
-122.7,38.31,14.0,3155.0,580.0,1208.0,501.0,4.1964,258100.0
-118.34,33.95,33.0,1923.0,459.0,1412.0,361.0,5.4359,194100.0
-117.28,34.12,47.0,2456.0,611.0,1653.0,512.0,1.3973,66100.0
-121.91,36.42,14.0,1078.0,261.0,382.0,171.0,3.7083,210000.0
-121.34,38.59,22.0,3273.0,480.0,1151.0,463.0,8.05,380000.0
-117.99,33.67,17.0,1692.0,427.0,903.0,423.0,3.5859,262500.0
-116.78,33.0,7.0,12480.0,1946.0,5102.0,1697.0,5.5102,221000.0
-118.27,34.07,32.0,1657.0,579.0,2071.0,598.0,2.1135,152500.0
-122.4,37.77,52.0,144.0,63.0,1061.0,68.0,4.3958,225000.0
-121.35,38.46,2.0,6992.0,1132.0,2816.0,984.0,4.3879,144400.0
-122.37,37.56,21.0,7189.0,874.0,2440.0,846.0,11.6833,500001.0
-120.98,37.71,22.0,434.0,89.0,195.0,86.0,2.4211,268800.0
-118.76,34.28,21.0,2786.0,342.0,1114.0,322.0,5.8578,266300.0
-121.94,37.34,29.0,3377.0,853.0,1674.0,792.0,3.4233,229300.0
-119.8,34.44,27.0,2674.0,419.0,1176.0,416.0,5.0294,280200.0
-124.14,41.95,21.0,2696.0,578.0,1208.0,494.0,2.275,122400.0
-117.7,33.62,19.0,2957.0,492.0,1639.0,495.0,5.0686,225600.0
-119.18,34.18,31.0,2636.0,638.0,2695.0,614.0,3.2196,175800.0
-122.05,39.34,44.0,1064.0,230.0,494.0,175.0,2.875,61500.0
-121.34,36.76,15.0,2638.0,429.0,1289.0,357.0,4.1528,336800.0
-119.83,34.43,31.0,798.0,346.0,699.0,301.0,2.1417,205000.0
-118.25,33.9,37.0,2119.0,442.0,1372.0,406.0,1.9605,106200.0
-118.27,34.16,15.0,5036.0,1299.0,3164.0,1175.0,2.9148,238700.0
-115.69,32.79,18.0,1564.0,340.0,1161.0,343.0,2.1792,55200.0
-118.17,33.87,49.0,1937.0,445.0,1339.0,440.0,3.0319,162800.0
-118.09,33.92,33.0,879.0,181.0,547.0,169.0,5.3146,168600.0
-122.02,37.95,25.0,1205.0,260.0,608.0,272.0,2.4519,208300.0
-117.72,33.97,16.0,13290.0,2062.0,6931.0,2023.0,5.228,187800.0
-117.09,32.75,30.0,1899.0,546.0,1620.0,493.0,1.6034,84400.0
-117.95,34.11,29.0,1986.0,448.0,2013.0,432.0,3.1034,140800.0
-119.31,36.06,20.0,2236.0,434.0,1405.0,412.0,1.8827,48700.0
-117.92,33.83,17.0,382.0,86.0,272.0,81.0,1.425,212500.0
-117.26,32.98,12.0,3900.0,977.0,1690.0,892.0,4.125,226900.0
-122.03,37.54,16.0,4458.0,856.0,3038.0,870.0,5.0739,208000.0
-118.27,33.97,39.0,2569.0,688.0,2601.0,630.0,2.0754,101400.0
-118.5,34.25,32.0,2411.0,380.0,1040.0,344.0,6.155,257300.0
-120.88,38.58,8.0,3417.0,604.0,1703.0,623.0,4.0827,170700.0
-119.85,36.78,8.0,3096.0,684.0,1454.0,545.0,2.7857,79700.0
-122.67,38.47,16.0,3452.0,791.0,1567.0,731.0,2.4722,194300.0
-121.94,36.98,24.0,3010.0,562.0,1360.0,504.0,4.2006,290700.0
-122.23,37.82,52.0,3051.0,381.0,1005.0,369.0,8.1872,466100.0
-124.3,41.84,17.0,2677.0,531.0,1244.0,456.0,3.0313,103600.0
-122.42,37.78,52.0,989.0,425.0,634.0,341.0,2.4414,275000.0
-122.01,37.97,32.0,3012.0,527.0,1288.0,512.0,3.6449,211500.0
-118.2,34.11,46.0,3659.0,1068.0,4153.0,993.0,2.5211,162900.0
-122.43,37.71,52.0,1508.0,278.0,1138.0,304.0,4.0234,266500.0
-120.65,35.28,32.0,896.0,240.0,548.0,231.0,2.5455,165900.0
-121.86,36.6,33.0,1409.0,307.0,633.0,290.0,3.5568,191200.0
-122.13,36.97,27.0,991.0,194.0,543.0,155.0,4.7188,350000.0
-118.26,34.23,33.0,1805.0,303.0,838.0,301.0,5.4306,326600.0
-121.27,37.96,52.0,583.0,114.0,310.0,93.0,2.5625,54200.0
-118.37,34.05,35.0,2457.0,552.0,1159.0,523.0,3.0862,345300.0
-121.32,38.66,26.0,1149.0,193.0,500.0,194.0,5.078,163400.0
-118.25,34.06,52.0,174.0,66.0,249.0,57.0,1.7763,312500.0
-117.13,32.77,30.0,2582.0,650.0,1098.0,603.0,2.8281,171700.0
-122.66,38.48,16.0,2697.0,490.0,1462.0,515.0,4.2051,190300.0
-121.63,36.71,19.0,5015.0,1013.0,3251.0,940.0,3.9818,152900.0
-117.98,33.99,26.0,3343.0,455.0,1429.0,457.0,7.0778,334300.0
-121.77,37.68,36.0,1687.0,372.0,950.0,372.0,3.5532,158400.0
-118.23,33.93,37.0,239.0,49.0,308.0,52.0,1.4028,105400.0
-117.23,33.1,4.0,1862.0,291.0,685.0,248.0,7.745,237400.0
-117.13,32.72,17.0,1285.0,423.0,1208.0,409.0,1.758,126600.0
-122.11,37.88,37.0,4005.0,614.0,1602.0,606.0,6.4666,348200.0
-119.03,36.06,36.0,1925.0,443.0,1405.0,422.0,2.162,51900.0
-118.26,34.07,30.0,929.0,238.0,763.0,214.0,2.5227,187500.0
-119.88,36.85,8.0,2580.0,372.0,1111.0,393.0,7.5,256200.0
-117.13,32.72,19.0,1341.0,435.0,1048.0,360.0,1.975,117900.0
-120.84,37.43,32.0,2892.0,521.0,1580.0,484.0,3.7784,164500.0
-117.31,34.13,36.0,1076.0,283.0,773.0,224.0,2.6307,66400.0
-117.46,34.1,35.0,908.0,226.0,667.0,203.0,2.5833,93500.0
-122.24,37.75,27.0,4051.0,753.0,1499.0,797.0,4.8711,286600.0
-118.3,33.99,45.0,1701.0,452.0,1484.0,427.0,1.84,91400.0
-120.78,38.73,31.0,3117.0,616.0,1606.0,588.0,2.9844,127900.0
-121.27,38.11,11.0,3163.0,794.0,2106.0,762.0,2.4482,103000.0
-122.02,37.38,43.0,1261.0,317.0,836.0,333.0,4.0911,224600.0
-122.21,37.49,24.0,2528.0,947.0,2437.0,861.0,2.2746,225000.0
-117.21,33.12,4.0,3261.0,689.0,926.0,561.0,4.3672,258900.0
-118.21,33.91,26.0,2422.0,632.0,2601.0,583.0,1.7824,110200.0
-118.11,34.06,16.0,2416.0,565.0,1750.0,514.0,2.8229,163700.0
-118.24,33.9,40.0,1308.0,272.0,901.0,257.0,2.8269,98000.0
-121.2,38.73,11.0,4897.0,636.0,1931.0,616.0,7.7499,334800.0
-117.34,33.98,10.0,17286.0,4952.0,9851.0,4616.0,1.7579,103400.0
-119.71,36.73,19.0,3972.0,585.0,1586.0,560.0,5.2608,151400.0
-122.66,38.27,16.0,1523.0,308.0,477.0,315.0,2.1696,75000.0
-119.06,36.15,20.0,1282.0,273.0,852.0,247.0,1.6354,49000.0
-118.37,33.93,46.0,442.0,88.0,255.0,94.0,4.4474,246900.0
-122.39,37.73,52.0,1931.0,329.0,1025.0,293.0,2.9063,192000.0
-118.31,34.04,33.0,2691.0,726.0,2390.0,681.0,2.4048,208300.0
-118.99,35.36,18.0,1524.0,354.0,1210.0,344.0,1.1136,47800.0
-122.12,37.09,36.0,1397.0,289.0,661.0,243.0,4.125,239600.0
-121.36,38.6,35.0,1930.0,328.0,805.0,338.0,4.4643,133000.0
-122.15,37.73,28.0,2215.0,587.0,830.0,573.0,2.1898,141700.0
-121.97,37.79,16.0,3873.0,484.0,1451.0,501.0,6.7857,341300.0
-118.35,34.0,46.0,3402.0,503.0,1389.0,504.0,5.3462,270400.0
-118.5,34.26,33.0,2831.0,510.0,1340.0,504.0,4.8316,237300.0
-117.96,33.9,10.0,2423.0,356.0,1213.0,347.0,6.5635,346900.0
-117.1,32.69,29.0,4174.0,1195.0,3675.0,1124.0,1.8112,103600.0
-121.35,38.04,12.0,6217.0,1019.0,3771.0,961.0,3.7206,146000.0
-117.81,33.77,31.0,4624.0,624.0,1852.0,635.0,7.2392,334600.0
-118.29,33.98,48.0,1124.0,231.0,783.0,223.0,3.4444,93100.0
-118.38,33.77,21.0,11353.0,1537.0,4649.0,1504.0,9.821,500001.0
-118.43,34.03,36.0,1552.0,388.0,867.0,352.0,3.6467,346700.0
-122.78,39.05,15.0,1601.0,323.0,661.0,269.0,2.6181,108900.0
-118.4,34.06,47.0,3652.0,967.0,1438.0,887.0,3.6964,500001.0
-120.43,36.99,16.0,1027.0,199.0,673.0,193.0,2.9688,63800.0
-117.9,33.64,36.0,2017.0,357.0,850.0,348.0,5.0532,310900.0
-118.23,34.07,35.0,1335.0,440.0,1586.0,445.0,1.9722,156300.0
-117.25,32.94,15.0,1804.0,339.0,673.0,296.0,5.9806,370500.0
-117.64,33.45,27.0,334.0,56.0,130.0,46.0,4.875,284100.0
-117.98,33.75,27.0,2343.0,415.0,1537.0,426.0,5.1345,210600.0
-122.14,37.68,31.0,3184.0,716.0,1561.0,628.0,2.7955,183100.0
-119.67,34.42,23.0,1333.0,393.0,1369.0,381.0,2.5947,232600.0
-118.15,33.88,24.0,4232.0,1092.0,2688.0,1035.0,2.52,146000.0
-117.09,33.11,32.0,1713.0,321.0,891.0,286.0,3.1429,171600.0
-122.44,37.8,52.0,3161.0,472.0,842.0,410.0,7.9761,500001.0
-122.32,40.71,18.0,2879.0,578.0,1399.0,586.0,2.4036,105400.0
-117.99,33.7,25.0,2017.0,357.0,1063.0,369.0,4.0345,229400.0
-123.11,40.6,23.0,708.0,202.0,316.0,136.0,1.1602,65000.0
-124.07,40.87,31.0,334.0,134.0,780.0,130.0,0.7684,153100.0
-118.35,33.9,22.0,1127.0,287.0,697.0,241.0,3.3971,220300.0
-117.13,32.76,41.0,1545.0,420.0,747.0,415.0,2.375,154400.0
-122.31,38.0,29.0,3108.0,534.0,1687.0,516.0,4.3333,170800.0
-117.9,33.91,36.0,1376.0,257.0,687.0,221.0,3.5403,195400.0
-117.13,34.06,4.0,3078.0,510.0,1341.0,486.0,4.9688,163200.0
-118.3,34.19,51.0,1502.0,243.0,586.0,231.0,4.375,332400.0
-118.2,33.98,38.0,867.0,243.0,950.0,235.0,1.8929,163100.0
-118.11,34.1,49.0,2812.0,478.0,1329.0,490.0,5.2503,292900.0
-118.29,34.0,44.0,1753.0,387.0,1165.0,380.0,2.1354,105800.0
-118.44,33.99,43.0,1432.0,308.0,782.0,303.0,4.3333,303900.0
-117.7,33.48,10.0,3458.0,638.0,1156.0,470.0,6.3579,336700.0
-117.91,33.91,34.0,1763.0,303.0,894.0,297.0,5.0096,221700.0
-118.13,33.84,35.0,3008.0,674.0,1584.0,671.0,3.5465,213200.0
-117.42,34.08,21.0,4460.0,930.0,2657.0,839.0,2.7569,127500.0
-118.25,34.01,43.0,1429.0,386.0,1412.0,354.0,1.3287,107200.0
-118.38,34.14,42.0,1253.0,225.0,492.0,224.0,7.7112,386700.0
-119.43,36.63,25.0,1784.0,312.0,904.0,303.0,3.625,107600.0
-118.4,34.2,13.0,4859.0,1293.0,3351.0,1200.0,3.6875,211900.0
-116.39,34.15,15.0,5583.0,1149.0,2709.0,964.0,1.9779,73300.0
-118.27,34.0,48.0,1869.0,461.0,1834.0,441.0,1.7052,107400.0
-121.96,37.0,20.0,3847.0,727.0,1725.0,737.0,3.3447,305200.0
-120.45,34.91,16.0,712.0,147.0,355.0,162.0,2.56,150000.0
-117.28,34.17,26.0,3106.0,603.0,1396.0,576.0,3.1736,122200.0
-122.31,37.57,42.0,3157.0,676.0,1603.0,629.0,3.7422,292600.0
-119.76,36.71,29.0,1745.0,441.0,1530.0,391.0,1.5611,44400.0
-120.79,37.53,20.0,1417.0,263.0,853.0,263.0,3.3083,108300.0
-120.89,37.52,42.0,1200.0,221.0,647.0,192.0,2.5402,157500.0
-118.97,37.64,13.0,1907.0,544.0,575.0,234.0,3.0685,162500.0
-122.13,37.71,44.0,1613.0,339.0,776.0,346.0,3.1103,188900.0
-118.21,34.04,37.0,845.0,249.0,881.0,252.0,2.2454,165000.0
-118.2,34.09,39.0,1594.0,430.0,1668.0,378.0,2.5343,138200.0
-117.94,34.06,32.0,3418.0,662.0,2003.0,622.0,4.0333,210200.0
-117.91,33.64,37.0,1998.0,472.0,1030.0,436.0,3.9306,268400.0
-121.89,37.32,43.0,1105.0,241.0,982.0,206.0,2.1149,184900.0
-122.09,37.71,31.0,1843.0,282.0,749.0,269.0,5.2855,253500.0
-121.55,38.5,9.0,4868.0,738.0,2036.0,750.0,5.7621,204600.0
-118.6,34.16,37.0,3441.0,584.0,1283.0,544.0,4.1656,313100.0
-118.31,33.89,35.0,2144.0,423.0,1192.0,417.0,4.1458,231500.0
-118.25,33.94,43.0,793.0,,736.0,231.0,0.8527,90400.0
-118.08,33.91,36.0,1551.0,297.0,1100.0,322.0,5.1187,168100.0
-118.45,34.08,52.0,1500.0,176.0,384.0,145.0,7.1576,500001.0
-118.01,34.12,32.0,1937.0,332.0,922.0,340.0,3.94,278400.0
-122.08,38.3,2.0,6718.0,858.0,2012.0,654.0,6.8872,305200.0
-118.26,33.96,40.0,1475.0,347.0,1222.0,298.0,1.5303,95300.0
-117.02,32.76,15.0,1204.0,326.0,543.0,326.0,1.0278,154200.0
-121.33,38.67,17.0,2683.0,704.0,1410.0,659.0,1.962,130200.0
-117.9,33.8,22.0,2964.0,829.0,2639.0,771.0,2.4833,157500.0
-118.33,34.06,52.0,1841.0,240.0,693.0,218.0,15.0001,500001.0
-121.83,37.35,31.0,2914.0,715.0,3547.0,645.0,3.7143,178600.0
-117.9,34.12,33.0,1788.0,456.0,1787.0,361.0,2.6629,124100.0
-123.08,38.38,28.0,3297.0,676.0,923.0,373.0,3.9167,232600.0
-118.33,34.01,47.0,1320.0,259.0,653.0,291.0,3.7727,193000.0
-121.9,37.35,42.0,2082.0,626.0,1396.0,610.0,3.25,185300.0
-118.21,33.88,29.0,1976.0,444.0,1254.0,371.0,2.1782,126800.0
-118.28,33.96,34.0,2074.0,562.0,1913.0,514.0,1.6156,102100.0
-119.25,35.76,36.0,2332.0,656.0,2175.0,610.0,1.6045,57300.0
-118.58,34.12,42.0,718.0,140.0,324.0,131.0,6.4018,500001.0
-123.2,39.23,26.0,786.0,168.0,494.0,161.0,2.3583,105400.0
-121.33,38.02,31.0,1466.0,,608.0,254.0,3.1827,162100.0
-117.29,33.05,28.0,1146.0,338.0,672.0,292.0,3.1667,300000.0
-122.07,37.95,39.0,2199.0,388.0,1025.0,385.0,4.5893,190000.0
-117.83,33.9,23.0,2446.0,360.0,1196.0,359.0,6.5755,272800.0
-118.22,33.91,27.0,500.0,159.0,732.0,162.0,2.7426,103100.0
-122.26,37.88,52.0,2551.0,417.0,894.0,404.0,6.2425,391800.0
-117.74,34.05,27.0,852.0,237.0,1024.0,221.0,2.1141,110900.0
-123.17,39.18,14.0,2240.0,327.0,1030.0,308.0,5.9585,214900.0
-122.83,38.96,15.0,1318.0,296.0,567.0,276.0,1.8692,93800.0
-118.45,34.17,21.0,2152.0,527.0,996.0,470.0,3.2386,277300.0
-118.11,34.06,30.0,1547.0,436.0,1700.0,410.0,2.5488,187500.0
-122.3,37.88,46.0,1647.0,376.0,854.0,355.0,2.9,144800.0
-119.67,36.83,3.0,2029.0,336.0,1003.0,340.0,4.4356,111300.0
-118.15,35.04,29.0,1671.0,368.0,821.0,337.0,2.16,56800.0
-118.22,33.79,28.0,3008.0,629.0,2537.0,596.0,2.3,137500.0
-118.36,33.86,36.0,681.0,122.0,360.0,128.0,5.2799,332600.0
-117.08,33.11,28.0,2094.0,585.0,1556.0,563.0,2.2,127700.0
-120.48,34.65,26.0,1933.0,316.0,1001.0,319.0,4.4628,134400.0
-117.08,32.82,16.0,1787.0,236.0,770.0,228.0,7.1298,278600.0
-122.16,37.73,52.0,2260.0,416.0,994.0,412.0,4.1164,198200.0
-118.38,34.06,25.0,2558.0,661.0,1183.0,636.0,3.5556,500000.0
-121.99,38.34,16.0,1470.0,261.0,748.0,256.0,4.0433,132200.0
-122.05,37.11,39.0,1065.0,248.0,497.0,208.0,4.5972,146300.0
-118.42,34.23,34.0,1550.0,279.0,1011.0,288.0,4.5375,189000.0
-118.29,34.16,31.0,1262.0,338.0,1019.0,332.0,3.7083,241900.0
-118.29,33.81,19.0,7023.0,1538.0,3993.0,1412.0,5.0532,218200.0
-121.06,37.7,7.0,9374.0,1847.0,4827.0,1722.0,3.4619999999999997,151900.0
-121.1,38.95,17.0,1475.0,403.0,943.0,363.0,2.1287,55300.0
-117.29,34.14,52.0,1683.0,266.0,646.0,256.0,4.0481,97300.0
-121.61,39.77,25.0,1612.0,313.0,837.0,303.0,2.963,89500.0
-119.36,36.2,33.0,1955.0,398.0,1412.0,397.0,2.25,51500.0
-118.37,34.02,44.0,1944.0,458.0,981.0,377.0,2.6154,193200.0
-118.67,34.3,5.0,6123.0,825.0,2440.0,736.0,7.9013,393000.0
-121.96,37.54,14.0,5106.0,1207.0,2738.0,1108.0,3.9909,236000.0
-118.12,34.15,19.0,557.0,216.0,673.0,212.0,2.1763,168800.0
-118.15,34.03,42.0,1481.0,411.0,1206.0,394.0,2.6806,189300.0
-121.38,38.41,7.0,6091.0,921.0,2916.0,886.0,4.7557,150400.0
-117.14,32.93,16.0,2412.0,419.0,1612.0,422.0,4.5086,171100.0
-117.62,34.08,24.0,2801.0,554.0,2064.0,529.0,4.4946,136000.0
-117.09,32.98,23.0,1125.0,273.0,687.0,308.0,2.3182,268800.0
-117.73,34.06,34.0,344.0,108.0,315.0,119.0,3.1786,117800.0
-122.22,37.79,49.0,1826.0,450.0,1201.0,424.0,2.5,136700.0
-122.0,37.0,16.0,32.0,4.0,36.0,5.0,2.625,137500.0
-116.76,34.14,4.0,42.0,10.0,9.0,3.0,0.536,42500.0
-117.09,32.71,12.0,3375.0,945.0,2357.0,808.0,1.5,106300.0
-122.44,37.75,21.0,5457.0,1247.0,2304.0,1180.0,4.5469,409700.0
-117.85,33.92,11.0,3331.0,410.0,1460.0,416.0,8.0287,371800.0
-117.38,34.14,11.0,10804.0,1493.0,5221.0,1482.0,5.246,161400.0
-118.38,34.18,44.0,901.0,179.0,473.0,179.0,3.3125,186400.0
-118.41,34.28,32.0,2574.0,531.0,2609.0,472.0,3.7566,146700.0
-120.81,39.02,30.0,806.0,189.0,326.0,146.0,2.8155,101000.0
-118.34,33.84,36.0,1407.0,231.0,676.0,231.0,5.269,331900.0
-120.87,37.76,16.0,2022.0,413.0,1126.0,408.0,2.5655,116400.0
-117.75,33.84,16.0,3491.0,502.0,1496.0,509.0,6.6207,270500.0
-117.14,34.75,33.0,552.0,120.0,347.0,97.0,1.8158,100000.0
-122.65,38.11,21.0,3891.0,616.0,1968.0,632.0,5.5524,279200.0
-117.69,33.6,17.0,2150.0,361.0,1194.0,335.0,5.4622,227000.0
-119.71,34.44,41.0,2220.0,367.0,927.0,355.0,5.3184,376000.0
-122.31,37.54,42.0,1159.0,261.0,465.0,247.0,3.1842,352800.0
-124.17,41.8,16.0,2739.0,480.0,1259.0,436.0,3.7557,109400.0
-118.29,34.01,50.0,2238.0,673.0,2247.0,583.0,1.6505,125000.0
-120.97,37.84,28.0,2368.0,430.0,1231.0,403.0,2.883,141900.0
-120.38,37.99,36.0,2864.0,603.0,1155.0,565.0,2.3571,113400.0
-121.55,39.1,27.0,1783.0,441.0,1163.0,409.0,1.2857,47000.0
-117.38,33.98,52.0,2274.0,571.0,1167.0,504.0,2.0284,101600.0
-117.67,35.64,6.0,2115.0,342.0,927.0,337.0,6.1935,115700.0
-121.85,38.0,26.0,3364.0,570.0,1806.0,566.0,4.2647,133400.0
-117.52,33.83,22.0,2397.0,400.0,1347.0,403.0,4.46,189800.0
-121.76,36.92,36.0,2096.0,409.0,1454.0,394.0,3.2216,238300.0
-118.9,34.41,35.0,4431.0,739.0,2304.0,720.0,4.2599,209100.0
-118.21,33.8,45.0,1160.0,274.0,1095.0,269.0,2.7308,139000.0
-117.09,32.81,7.0,6100.0,1185.0,2710.0,1040.0,5.5673,288200.0
-122.17,37.48,39.0,2427.0,401.0,1178.0,408.0,5.9629,352700.0
-118.27,33.93,38.0,2073.0,500.0,1657.0,470.0,1.2098,88400.0
-117.03,32.73,32.0,1750.0,333.0,997.0,335.0,3.4784,154400.0
-118.99,35.24,40.0,282.0,59.0,213.0,71.0,2.35,91700.0
-122.13,37.44,43.0,3004.0,440.0,1088.0,427.0,9.1508,500001.0
-121.5,38.61,5.0,1395.0,373.0,638.0,322.0,2.6745,225000.0
-121.91,37.26,25.0,4258.0,719.0,2290.0,743.0,5.1461,267200.0
-118.46,33.97,18.0,9430.0,2473.0,3408.0,2003.0,6.1726,500001.0
-121.37,38.56,27.0,1827.0,509.0,852.0,450.0,2.0901,52500.0
-120.77,37.64,8.0,3294.0,667.0,2277.0,652.0,2.6417,96800.0
-118.31,33.97,52.0,1595.0,325.0,823.0,302.0,3.2188,124200.0
-117.58,34.14,7.0,11818.0,1745.0,5499.0,1600.0,5.3678,231700.0
-122.49,37.78,42.0,2723.0,579.0,1419.0,519.0,3.6429,328400.0
-121.66,36.69,6.0,10613.0,2485.0,7249.0,2375.0,3.7912,168900.0
-120.3,38.04,6.0,1281.0,245.0,422.0,160.0,3.2875,111300.0
-119.81,34.44,23.0,3172.0,588.0,1467.0,559.0,4.6806,288900.0
-120.97,37.67,16.0,1499.0,250.0,1292.0,271.0,4.3851,117300.0
-118.21,33.79,32.0,2020.0,613.0,2557.0,562.0,2.1397,145300.0
-117.23,32.73,36.0,2052.0,287.0,699.0,265.0,7.5557,441400.0
-117.08,32.66,43.0,1004.0,236.0,839.0,235.0,2.81,103400.0
-118.52,34.04,47.0,1985.0,315.0,819.0,340.0,6.5147,500001.0
-118.32,33.8,29.0,4317.0,1037.0,2102.0,959.0,3.1275,286400.0
-120.46,34.64,11.0,562.0,164.0,504.0,147.0,2.0161,118800.0
-121.94,37.24,35.0,1484.0,244.0,664.0,238.0,4.675,245300.0
-117.23,33.21,34.0,544.0,108.0,348.0,127.0,4.125,164600.0
-116.26,33.07,17.0,934.0,284.0,452.0,184.0,1.9875,83700.0
-122.09,37.4,22.0,1489.0,436.0,662.0,470.0,3.5179,197200.0
-117.93,33.64,15.0,1707.0,514.0,1335.0,434.0,2.7543,177800.0
-117.16,32.75,34.0,1785.0,558.0,804.0,490.0,2.2687,200000.0
-120.98,38.99,17.0,3403.0,661.0,1540.0,622.0,3.6354,162900.0
-117.68,33.57,2.0,10008.0,1453.0,3550.0,1139.0,10.1122,500001.0
-118.48,34.16,32.0,2108.0,309.0,769.0,274.0,8.7172,500001.0
-122.73,38.26,35.0,3941.0,645.0,1668.0,620.0,4.385,317700.0
-118.15,33.77,41.0,3448.0,896.0,1621.0,838.0,4.5,339800.0
-118.29,33.72,25.0,2469.0,584.0,1253.0,535.0,3.1932,257500.0
-118.36,34.04,49.0,995.0,184.0,462.0,194.0,2.7917,242000.0
-118.1,34.07,33.0,3437.0,1081.0,3817.0,1042.0,2.25,203700.0
-122.01,37.94,23.0,3741.0,,1339.0,499.0,6.7061,322300.0
-121.1,39.08,13.0,1110.0,216.0,602.0,209.0,2.5887,144400.0
-117.95,34.09,21.0,2215.0,484.0,1792.0,419.0,2.8375,166500.0
-117.94,34.04,33.0,1493.0,331.0,1571.0,354.0,3.8864,158900.0
-121.79,36.95,34.0,2152.0,430.0,1516.0,386.0,3.7863,192200.0
-120.83,37.76,21.0,435.0,96.0,219.0,83.0,2.9125,112500.0
-122.08,37.62,17.0,2485.0,518.0,1139.0,550.0,2.6875,157300.0
-121.04,37.66,11.0,1658.0,301.0,913.0,298.0,4.1705,162800.0
-117.99,33.8,25.0,3179.0,639.0,2526.0,623.0,3.3281,180800.0
-121.32,38.63,20.0,7003.0,1409.0,3107.0,1315.0,3.0348,150500.0
-117.7,33.68,29.0,5650.0,1084.0,3985.0,1056.0,2.8192,162500.0
-118.01,34.15,52.0,2234.0,472.0,986.0,439.0,3.9125,265500.0
-117.98,33.64,20.0,1851.0,495.0,792.0,363.0,3.8187,137500.0
-117.25,32.8,31.0,2182.0,630.0,1069.0,599.0,2.9781,212500.0
-122.72,38.45,41.0,1743.0,373.0,780.0,357.0,3.1467,175500.0
-120.88,37.53,18.0,239.0,39.0,92.0,36.0,5.3168,175000.0
-118.46,34.24,11.0,5363.0,1160.0,2783.0,1034.0,3.8583,170700.0
-121.44,37.76,5.0,7264.0,1285.0,3670.0,1146.0,5.0443,194800.0
-122.2,37.89,37.0,3881.0,560.0,1315.0,517.0,7.3195,367500.0
-118.42,34.09,40.0,3552.0,392.0,1024.0,370.0,15.0001,500001.0
-122.12,37.4,32.0,3514.0,473.0,1583.0,480.0,10.3894,500001.0
-118.25,33.93,42.0,657.0,147.0,526.0,132.0,2.5,110200.0
-117.94,33.84,25.0,4016.0,831.0,2166.0,774.0,3.1884,135400.0
-117.11,32.7,34.0,2028.0,522.0,1797.0,464.0,1.7402,79400.0
-115.57,32.83,31.0,1494.0,289.0,959.0,284.0,3.5282,67500.0
-118.15,33.87,29.0,2690.0,659.0,1747.0,617.0,3.3713,198200.0
-117.19,32.84,35.0,2263.0,427.0,1001.0,408.0,3.875,172000.0
-118.31,33.98,44.0,222.0,54.0,234.0,77.0,5.1136,111700.0
-122.43,37.79,52.0,3565.0,892.0,1377.0,852.0,3.8068,500001.0
-119.5,36.74,20.0,1089.0,208.0,531.0,212.0,4.5938,106900.0
-121.25,38.03,29.0,2465.0,327.0,859.0,315.0,6.6605,220700.0
-122.16,37.72,10.0,2229.0,601.0,877.0,485.0,3.3431,137500.0
-119.26,36.5,35.0,1689.0,371.0,1475.0,329.0,2.5719,74300.0
-121.43,38.53,36.0,1488.0,294.0,846.0,279.0,3.1208,82700.0
-118.18,33.8,30.0,2734.0,758.0,2951.0,691.0,1.7689,117600.0
-122.13,37.39,27.0,3385.0,427.0,1248.0,409.0,12.0372,500001.0
-119.64,36.32,32.0,2205.0,523.0,1772.0,479.0,1.3569,43100.0
-121.32,37.67,21.0,1494.0,271.0,781.0,255.0,4.3015,250000.0
-118.36,34.19,11.0,2921.0,685.0,1512.0,664.0,4.1445,176400.0
-121.44,39.5,26.0,1652.0,325.0,790.0,292.0,3.0446,90800.0
-118.93,35.37,34.0,2412.0,446.0,1558.0,421.0,2.6903,62800.0
-117.85,34.14,35.0,2899.0,429.0,1251.0,429.0,6.1049,297200.0
-117.66,34.15,25.0,3430.0,485.0,1284.0,438.0,8.5282,360100.0
-119.31,36.2,23.0,1837.0,332.0,1064.0,335.0,3.1453,74500.0
-117.06,32.75,34.0,1917.0,419.0,1181.0,426.0,3.0208,129200.0
-121.88,37.36,42.0,2087.0,402.0,1342.0,423.0,4.2149,199000.0
-122.83,38.58,17.0,5199.0,1023.0,2036.0,890.0,3.2452,168800.0
-116.22,33.74,26.0,4120.0,858.0,2918.0,815.0,3.3107,69400.0
-117.84,33.8,35.0,1490.0,251.0,629.0,257.0,4.3661,222100.0
-118.18,34.1,10.0,1940.0,445.0,763.0,412.0,4.975,166700.0
-117.72,33.62,19.0,5777.0,1261.0,1711.0,1225.0,2.7634,86900.0
-122.3,38.3,44.0,3690.0,809.0,1922.0,736.0,2.6346,139800.0
-118.31,33.9,38.0,1400.0,399.0,1131.0,405.0,3.5417,198400.0
-118.18,34.1,7.0,2529.0,689.0,1215.0,577.0,4.7853,153100.0
-117.33,33.17,11.0,10923.0,2041.0,4773.0,1858.0,4.0791,281300.0
